,city,latitude,longitude,time dt,timezone,temperature,humidity_perc,cloudiness_perc,wind_speed
1276,santo+tomas,7.53,125.62,1561596731,28800,80.6,94,90,0.34
1277,santa+cruz+de+la+palma,28.68,-17.76,1561596732,3600,66.65,68,20,13.87
1278,ribeira+brava,32.65,-17.07,1561596734,3600,65.82,68,20,8.05
1279,kupang,-10.16,123.6,1561596674,28800,78.8,61,20,12.75
1280,kitimat,54.02,-128.69,1561596736,-25200,75.11,50,75,6.93
1281,quartucciu,39.25,9.18,1561596737,7200,75.2,73,0,5.82
1282,ovalle,-30.6,-71.2,1561596738,-14400,52.64,53,73,5.17
1283,barreiras,-12.14,-45,1561596740,-10800,67.4,60,36,0.63
1284,shawnee,35.33,-96.93,1561596582,-18000,86.41,66,1,6.93
1285,asyut,27.18,31.19,1561596220,7200,84.2,35,0,2.24
1286,north+platte,41.12,-100.77,1561596626,-18000,84.72,48,1,9.17
1287,siderno,38.28,16.3,1561596745,7200,76.26,78,20,4.7
1288,nadym,65.53,72.51,1561596746,18000,46.88,69,93,13.58
1289,namatanai,-3.66,152.44,1561596747,36000,81.8,78,45,12.91
1290,dudinka,69.41,86.18,1561596748,25200,46.4,52,0,8.95
1291,kisangani,0.52,25.21,1561596750,7200,69.56,97,25,1.59
1292,noumea,-22.28,166.46,1561596751,39600,71.6,83,90,10.29
1293,turan,52.15,93.92,1561596260,25200,53,85,24,1.36
1294,nueva+loja,0.08,-76.88,1561596753,-18000,72.98,97,2,1.95
1295,novokayakent,42.39,47.99,1561596755,10800,75.2,69,40,6.71
1296,richmond,49.16,-123.14,1561596756,-25200,69.08,52,1,5.82
1297,bonanza,14.03,-84.62,1561596758,-21600,72.8,96,89,3.27
1298,nokaneng,-19.66,22.19,1561596759,7200,54.98,41,16,1.39
1299,elbistan,38.2,37.19,1561596760,10800,64.52,69,0,6.02
1300,tuni,-16.67,-68.14,1561596761,-14400,41,20,0,5.82
1301,alexandria,43.97,25.33,1561596763,10800,69.74,84,5,4.14
1302,conde,-11.81,-37.61,1561596764,-10800,68.12,97,2,2.73
1303,rafai,4.95,23.92,1561596766,3600,67.4,98,93,0.92
1304,winnemucca,40.97,-117.74,1561596768,-25200,80.38,9,1,23.04
1305,pitimbu,-7.47,-34.81,1561596769,-10800,73.4,94,0,5.82
1306,scicli,36.79,14.7,1561596772,7200,71.6,64,0,3.36
1307,am+timan,11.04,20.28,1561596773,3600,77.84,75,100,3.8
1308,suntar,62.16,117.65,1561596283,32400,73.52,55,32,1.23
1309,tahe,52.34,124.71,1561596570,28800,63.26,51,100,6.24
1311,nantong,31.98,120.89,1561596778,28800,77.81,90,86,4.25
1312,gedo,9.01,37.45,1561596779,10800,57.5,96,23,0.96
1313,ipixuna,-1.76,-48.8,1561596780,-10800,80.6,83,40,11.41
1314,qarqin,37.41,66.03,1561596781,16200,80.9,16,0,6.55
1315,treinta+y+tres,-33.23,-54.39,1561596783,-10800,42.56,81,24,6.82
1316,kysyl-syr,63.9,122.77,1561596784,32400,69.2,58,4,5.53
1317,erzin,36.95,36.2,1561596785,10800,77.43,94,20,3.36
1318,dogondoutchi,13.64,4.03,1561596787,3600,90.08,46,42,7.4
1319,wuhu,31.35,118.43,1561596788,28800,77,83,20,2.24
1320,bahia+blanca,-38.72,-62.27,1561596594,-10800,55.34,27,100,19.53
1321,komsomolskiy,67.55,63.78,1561596790,10800,40.76,83,89,6.02
1322,jalu,29.03,21.55,1561596792,7200,79.28,61,0,9.33
1323,general+pico,-35.66,-63.75,1561596793,-10800,48.32,36,96,10.13
1324,mossendjo,-2.95,12.72,1561596794,3600,63.26,94,69,1.28
1325,gobabis,-22.45,18.97,1561596795,7200,60.8,25,63,8.05
1326,takhli,15.26,100.34,1561596797,25200,80.9,74,100,5.01
1327,batticaloa,7.71,81.69,1561596798,19800,75.68,76,100,2.8
1329,ortona,42.35,14.4,1561596800,7200,76.15,73,0,8.05
1330,trinidad,-14.83,-64.9,1561596748,-14400,58.58,85,52,3.36
1331,lufilufi,-13.87,-171.6,1561596803,46800,87.39,66,40,6.93
1332,teguldet,57.31,88.17,1561596804,25200,64.34,71,0,2.51
1333,omboue,-1.57,9.26,1561596806,3600,74.96,79,52,11.03
1334,sheridan,39.65,-105.03,1561596774,-21600,83.12,14,75,8.05
1335,verkhnevilyuysk,63.45,120.31,1561596808,32400,70.82,59,0,4.09
1336,cristalina,-16.77,-47.61,1561596809,-10800,64.88,50,0,1.83
1337,bandar-e+lengeh,26.56,54.88,1561596811,16200,87.8,84,0,8.81
1338,yingkou,40.67,122.24,1561596812,28800,75.5,63,84,15.97
1339,nemencine,54.85,25.48,1561596813,10800,66.36,100,81,4.7
1340,kostomuksha,64.59,30.6,1561596273,10800,50.3,63,100,2.46
1341,yanam,16.73,82.22,1561596816,19800,81.62,81,47,5.99
1342,ban+chang,12.72,101.05,1561596817,25200,87.69,74,40,8.05
1343,bolshoye+nagatkino,54.52,47.97,1561596818,14400,53.6,76,93,6.71
1344,yen+bai,21.7,104.87,1561596820,25200,80,75,74,1.12
1346,linxia,35.6,103.21,1561596272,28800,50.12,98,100,2.75
1347,dharangaon,21.01,75.27,1561596823,19800,83.6,67,96,11.05
1348,bulungu,-4.54,18.6,1561596825,3600,73.52,50,73,3.38
1349,allapalli,19.43,80.06,1561596826,19800,83.24,70,31,3.71
1351,banjar,-7.37,108.54,1561596459,25200,72.26,93,95,1.34
1352,badvel,14.74,79.07,1561596829,19800,81.26,65,100,11.39
1353,kabinda,-6.14,24.49,1561596831,7200,71.72,46,24,2.04
1354,limbazi,57.51,24.72,1561596832,10800,61.52,93,100,1.01
1356,nova+vicosa,-17.89,-39.37,1561596834,-10800,73.88,83,44,5.79
1357,abu+dhabi,24.47,54.37,1561596689,14400,90.75,67,0,3.36
1358,pahrump,36.21,-115.98,1561596837,-25200,92.93,5,1,16.11
1359,churapcha,62,132.43,1561596838,32400,72.62,37,0,3.38
1360,mareeba,-16.99,145.42,1561596839,36000,71.2,61,75,20.8
1361,deer+lake,49.18,-57.43,1561596841,-9000,60.3,59,75,5.82
1362,moranbah,-22,148.04,1561596619,36000,61.82,84,100,20.92
1363,presidencia+roque+saenz+pena,-26.79,-60.44,1561596792,-10800,46.88,58,0,5.93
1365,perevoz,55.6,44.54,1561596846,10800,53.9,99,100,3.96
1366,magdagachi,53.45,125.8,1561596847,32400,63.44,42,99,5.21
1367,mount+vernon,38.73,-77.1,1561596848,-14400,81.27,45,1,5.08
1368,conchas,-23.02,-48.01,1561596850,-10800,60.74,94,98,4.59
1370,moyobamba,-6.03,-76.97,1561596852,-18000,67.22,85,0,1.72
1372,salto,-23.2,-47.29,1561596855,-10800,73.29,44,0,2.24
1374,elko,40.83,-115.76,1561596741,-25200,78.42,14,20,13.87
1375,hongjiang,27.21,109.83,1561596858,28800,76.58,84,95,1.81
1376,te+anau,-45.41,167.72,1561596860,43200,44.72,79,9,2.06
1377,bangassou,4.74,22.82,1561596861,3600,69.56,89,88,1.34
1378,humaita,-24.93,-65.37,1561596862,-10800,42.51,81,0,8.05
1379,samarkand,39.65,66.98,1561596863,18000,71.6,40,15,6.93
1380,nichinan,31.65,131.31,1561596865,32400,78.73,78,75,13.87
1381,jarvenpaa,60.47,25.09,1561596866,10800,56.03,100,75,3.36
1382,channel-port+aux+basques,47.57,-59.14,1561596867,-9000,48.86,81,100,13.65
1384,cienfuegos,22.15,-80.44,1561596870,-14400,85.57,55,22,8.05
1385,trairi,-3.28,-39.27,1561596727,-10800,70.82,92,16,3.83
1386,batemans+bay,-35.71,150.18,1561596872,36000,52.14,71,61,1.01
1387,fethiye,36.62,29.12,1561596873,10800,75.07,94,0,2.24
1389,necochea,-38.55,-58.74,1561596876,-10800,46.99,59,42,11.99
1390,balkhash,46.84,74.98,1561596877,21600,76.76,31,5,1.99
1391,muisne,0.61,-80.02,1561596879,-18000,76.58,85,70,16.82
1392,labytnangi,66.66,66.39,1561596880,18000,38.96,85,53,4.74
1393,angoche,-16.23,39.91,1561596733,7200,64.34,96,21,4.88
1394,shenjiamen,29.96,122.3,1561596882,28800,73.34,90,83,1.48
1395,guiratinga,-16.35,-53.76,1561596883,-14400,72.26,58,65,1.61
1396,paliyad,22.26,71.56,1561596885,19800,83.6,75,49,14.12
1397,smidovich,48.6,133.81,1561596886,36000,56.96,76,100,18.54
1398,lokomotivnyy,53.01,60.57,1561596887,18000,49.04,97,0,4.63
1399,colon,10.22,123.75,1561596889,28800,84.2,74,90,8.05
1400,socorro,31.65,-106.3,1561596890,-21600,97.5,12,1,9.17
1401,san+joaquin,10.59,122.14,1561596891,28800,77.12,90,100,5.88
1402,cheremshan,54.66,51.51,1561596893,10800,46.88,83,54,1.1
1404,ziebice,50.6,17.04,1561596895,7200,73.71,65,0,6.93
1406,coolum+beach,-26.53,153.09,1561596897,36000,67.77,76,12,1.99
1407,vilhena,-12.74,-60.15,1561596626,-14400,75.32,64,35,2.33
