,city,latitude,longitude,time dt,timezone,temperature,humidity_perc,cloudiness_perc,wind_speed
416,araouane,18.9,-3.53,1561595635,0,99.26,7,0,6.24
417,roma,41.89,12.48,1561595424,7200,74.73,47,0,6.93
418,cayenne,4.94,-52.33,1561595637,-10800,77,94,81,2.24
419,yulara,-25.24,130.99,1561595638,34200,51.8,37,33,6.93
420,caravelas,-17.73,-39.27,1561595640,-10800,73.88,83,44,5.79
421,turi,40.92,17.02,1561595641,7200,76.35,69,0,4.7
422,waihi,-37.39,175.84,1561595642,43200,55.15,73,0,2.89
423,tutoia,-2.76,-42.27,1561595644,-10800,74.78,88,99,4.52
426,viedma,-40.81,-62.99,1561595235,-10800,54.62,48,66,24.61
427,saint-louis,16.03,-16.5,1561595649,0,78.8,83,0,11.41
428,bandiagara,14.35,-3.61,1561595650,0,93.2,44,0,9.17
429,la+crosse,43.8,-91.24,1561595651,-18000,78.85,50,1,5.82
430,tual,-5.67,132.75,1561595653,32400,78.56,85,57,21.54
431,lebu,8.96,38.73,1561595234,10800,62.6,72,75,3.36
432,kshenskiy,51.85,37.72,1561595655,10800,62,75,94,11.12
433,sambava,-14.27,50.17,1561595656,10800,65.6,87,0,3.33
434,huambo,-12.78,15.73,1561595658,3600,51.38,50,0,0.63
435,isangel,-19.55,169.27,1561595659,39600,80.6,74,75,3.36
437,elk+city,35.41,-99.4,1561595661,-18000,88.38,45,1,17.22
438,klaksvik,62.23,-6.59,1561595663,3600,48.2,100,24,9.17
439,portlethen,57.05,-2.13,1561595664,3600,50.16,87,0,5.82
440,yulin,38.3,109.75,1561595665,28800,63.26,84,100,3.49
442,tonantins,-2.86,-67.77,1561595668,-14400,74.24,96,51,2.19
443,muros,42.77,-9.06,1561595241,7200,60.1,100,20,1.12
444,vysokovsk,56.32,36.55,1561595670,10800,53.6,100,20,2.24
445,safford,32.83,-109.71,1561595396,-25200,94.89,8,75,12.75
446,dhari,21.33,71.03,1561595673,19800,81.62,80,0,8.9
447,khasan,42.43,130.64,1561595674,36000,73.34,69,86,5.41
448,durban,51.93,-101.44,1561595675,-18000,67.04,77,14,9.44
449,evensk,61.92,159.24,1561595676,39600,60.92,46,48,20.51
450,menongue,-14.66,17.68,1561595678,3600,52.82,47,0,5.39
451,bonavista,48.65,-53.11,1561595679,-9000,43,86,0,8.08
452,malartic,48.14,-78.13,1561595680,-14400,69.8,60,75,2.24
453,kilindoni,-7.91,39.67,1561595682,10800,78.74,75,45,22.21
454,dandong,40.12,124.37,1561595233,28800,73.16,56,64,2.98
455,upington,-28.46,21.24,1561595684,7200,41,44,0,6.2
456,honiara,-9.43,159.96,1561595685,39600,89.6,66,20,5.82
457,lashio,22.93,97.75,1561595687,23400,70.82,99,97,1.1
458,rocha,-34.48,-54.34,1561595503,-10800,44.18,76,33,10.04
459,marsabit,2.34,37.99,1561595689,10800,79.46,52,0,23.35
460,el+tarra,8.57,-73.09,1561595690,-18000,70.82,85,10,6.31
461,geraldton,49.72,-86.95,1561595230,-14400,73.4,43,75,11.41
462,srednekolymsk,67.46,153.71,1561595693,39600,71.18,28,48,18.75
463,la+sarre,48.8,-79.2,1561595560,-14400,70.1,59,96,5.95
464,iskateley,67.68,53.15,1561595695,10800,48.14,68,100,7.16
465,aksarka,66.56,67.8,1561595696,18000,46.52,69,100,6.51
466,sinop,42.03,35.15,1561595698,10800,71.9,87,0,7.54
467,tiznit,29.7,-9.73,1561595699,3600,67.04,89,1,17.27
468,san+cristobal,14.68,-86.92,1561595700,-21600,70.82,84,89,8.57
469,tupik,54.43,119.94,1561595702,32400,61.46,63,100,3.89
470,itarema,-2.92,-39.92,1561595703,-10800,75.32,83,45,7.11
471,zhuanghe,39.7,122.97,1561595704,28800,72.62,60,75,5.99
472,bali+chak,22.37,87.55,1561595706,19800,84.68,73,97,13.02
474,smithers,54.78,-127.17,1561595708,-25200,77,29,40,5.82
476,teguise,29.06,-13.56,1561595711,3600,71.6,73,20,11.41
477,san+juan,-31.54,-68.53,1561595714,-10800,46.34,28,21,9.82
478,novyy+urengoy,66.08,76.63,1561595715,18000,47.6,62,36,13.51
479,san+policarpo,12.18,125.51,1561595719,28800,80.72,80,97,3.6
480,pangody,65.85,74.49,1561595721,18000,46.34,70,78,14.52
481,benghazi,32.12,20.07,1561595678,7200,78.38,74,0,14.76
482,leningradskiy,69.38,178.42,1561595723,43200,36.26,82,56,13.38
483,high+level,58.52,-117.13,1561595724,-21600,75.2,31,75,9.17
484,huancavelica,-12.79,-74.97,1561595726,-18000,31.94,86,93,3.27
485,moerai,-22.43,-151.33,1561595727,-36000,73.16,81,89,8.75
487,ayr,-19.58,147.4,1561595729,36000,71.01,66,5,6.06
488,hirara,24.8,125.28,1561595731,32400,82.4,83,75,14.99
489,naze,5.43,7.07,1561595732,3600,72.26,98,100,3.49
490,lima,-12.06,-77.04,1561595628,-18000,62.6,82,20,3.36
492,salvador,-12.98,-38.48,1561595735,-10800,78.8,69,20,4.7
493,vincennes,48.85,2.44,1561595737,7200,71.4,83,4,10.29
494,valparaiso,41.47,-87.06,1561595236,-18000,83.64,48,1,5.82
495,ixtapa,20.71,-105.21,1561595739,-18000,80.94,88,90,5.82
496,sumenep,-7.02,113.87,1561595740,25200,75.86,81,48,6.2
497,puerto+del+rosario,28.5,-13.86,1561595742,3600,70.81,73,20,13.87
498,dicabisagan,17.08,122.42,1561595743,28800,80.72,81,84,2.35
499,puerto+escondido,15.86,-97.07,1561595744,-18000,86,70,40,3.36
500,samana,0.12,-76.97,1561595746,-18000,81.9,83,20,1.95
501,grande+prairie,55.17,-118.79,1561595747,-21600,66.2,55,75,5.82
502,andes,5.66,-75.88,1561595748,-18000,62.02,91,92,2.37
503,asmar,35.03,71.36,1561595749,16200,58.58,34,0,9.66
505,kapit,2.02,112.94,1561595752,28800,75.86,97,100,2.1
506,altay,47.83,88.13,1561595753,28800,54.08,47,98,5.28
507,flin+flon,54.77,-101.88,1561595754,-18000,66.2,59,75,5.82
508,hangu,33.53,71.06,1561595756,18000,78.8,50,20,4.7
509,yerbogachen,61.28,108.01,1561595757,28800,73.34,50,30,2.28
510,clyde+river,70.47,-68.59,1561595513,-14400,37.4,93,1,12.75
511,dingle,11,122.67,1561595759,28800,79.82,83,100,8.48
512,petropavlovsk-kamchatskiy,53.05,158.65,1561595542,43200,50,81,75,11.18
513,kincardine,44.18,-81.63,1561595762,-14400,74.48,58,4,16.89
514,auki,12.18,6.51,1561595763,3600,77.84,69,53,12.64
516,cururupu,-1.82,-44.87,1561595766,-10800,73.52,95,62,2.39
518,misratah,32.38,15.09,1561595768,7200,76.58,87,0,5.1
519,eden,-37.06,149.9,1561595769,36000,61.79,67,40,5.82
520,shitanjing,39.23,106.34,1561595771,28800,57.99,92,98,1.99
521,bundaberg,-24.87,152.35,1561595521,36000,74.12,60,40,24.16
522,poya,-21.35,165.16,1561595773,39600,71.54,87,100,13.94
523,notre-dame-du-lac,47.61,-68.8,1561595774,-14400,61.52,77,90,13.87
524,torres,-29.34,-49.73,1561595776,-10800,44.18,80,50,2.26
525,chornoliztsi,48.84,24.89,1561595777,10800,66.49,93,0,5.48
527,porto+tolle,44.95,12.32,1561595780,7200,76.05,65,0,4.7
528,isoka,-10.15,32.64,1561595781,7200,52.28,89,0,3.11
529,nacajuca,18.13,-93.02,1561595782,-18000,91.4,55,40,10.29
530,hun,50.34,4.87,1561595606,7200,63.18,82,0,12.75
531,qaqortoq,60.72,-46.03,1561595693,-7200,48.2,87,90,6.93
532,igrim,63.19,64.42,1561595786,18000,47.24,61,4,2.39
533,tateyama,36.66,137.31,1561595787,32400,80.6,61,75,14.99
534,baltasi,56.34,50.21,1561595788,10800,47.96,70,62,2.95
535,tezu,27.93,96.16,1561595790,19800,72.44,98,96,5.5
536,saldanha,41.42,-6.55,1561595214,3600,65.24,69,0,0.83
537,peace+river,56.23,-117.29,1561595792,-21600,64.4,55,75,12.75
538,novoagansk,61.94,76.66,1561595793,18000,50.12,92,100,22.01
539,robertsport,6.75,-11.37,1561595794,0,76.94,90,100,8.84
540,yecla,38.61,-1.12,1561595796,7200,74.62,57,0,8.05
541,thinadhoo,0.53,72.93,1561595797,18000,83.24,72,48,7.23
542,san+quintin,17.54,120.52,1561595798,28800,78.38,85,99,2.44
543,hailar,49.2,119.7,1561595800,28800,63.98,76,78,12.62
544,coihaique,-45.58,-72.07,1561595739,-14400,36.41,86,90,12.75
545,sosnovoborsk,56.12,93.34,1561595802,25200,69.8,68,0,4.47
546,vostok,46.45,135.83,1561595803,36000,58.4,99,100,3.11
547,pangkalanbuun,-2.68,111.62,1561595805,25200,75.86,96,72,3.18
548,robinson,39.01,-87.74,1561595806,-18000,80.11,94,90,3.36
549,celestun,20.87,-90.4,1561595807,-18000,83.06,77,89,27.34
550,marienburg,52.12,9.98,1561595809,7200,60.21,82,75,12.75
551,manjeshwar,12.72,74.89,1561595810,19800,75.2,94,75,6.93
552,cheyenne,41.14,-104.82,1561595789,-21600,80.29,27,1,4.7
553,cabimas,10.39,-71.44,1561595812,-14400,84.68,73,40,10.22
555,chimbote,-9.08,-78.59,1561595815,-18000,62.36,90,0,12.08
557,kaliua,-5.06,31.79,1561595817,10800,70.46,52,79,4
558,biak,-0.91,122.88,1561595819,28800,66.68,95,100,4.38
559,natal,-5.81,-35.21,1561595820,-10800,75.2,83,20,6.93
560,hamilton,43.26,-79.87,1561595587,-14400,77.81,50,20,8.05
562,aquiraz,-3.9,-38.39,1561595824,-10800,79.66,78,20,8.05
563,koutsouras,35.03,25.95,1561595825,10800,79,68,0,11.01
564,roald,62.58,6.12,1561595826,7200,47.17,100,99,4.7
565,moron,18.56,-74.26,1561595828,-14400,81.62,78,44,6.91
566,khatassy,61.91,129.64,1561595829,32400,73.4,46,0,4.47
567,pudozh,61.81,36.54,1561595830,10800,46.52,87,97,3.2
568,shenzhen,22.54,114.05,1561595665,28800,87.01,89,20,8.95
570,tonstad,58.66,6.71,1561595834,7200,52.32,76,75,9.17
571,mersing,2.43,103.84,1561595835,28800,76.58,80,68,2.48
573,delijan,33.99,50.69,1561595837,16200,78.02,18,0,4.72
574,rosetown,51.55,-107.99,1561595839,-21600,73.29,38,29,7
575,bulgan,48.81,103.53,1561595840,28800,49.22,75,30,8.86
576,binzhou,37.38,117.96,1561595841,28800,84.99,52,92,8.12
577,clinton,41.28,-72.53,1561595843,-14400,74.75,69,1,3.36
579,birjand,32.86,59.22,1561595845,16200,68,13,0,9.17
580,costinesti,43.95,28.63,1561595847,10800,68,94,0,9.17
581,udachnyy,66.42,112.4,1561595848,32400,64.4,59,40,4.47
582,oistins,13.07,-59.53,1561595849,-14400,82.4,69,40,20.8
583,tessalit,20.2,1.01,1561595850,0,93.68,9,4,10.31
584,umm+lajj,25.02,37.27,1561595852,10800,86.48,62,0,12.46
585,olga,34.11,-118.17,1561595853,-25200,71.92,77,40,14.99
586,dabola,10.74,-11.11,1561595854,0,71.72,92,96,1.95
587,greenwood,49.09,-118.68,1561595856,-25200,71.9,29,67,1.63
588,fatehpur+sikri,27.09,77.66,1561595857,19800,92.06,43,0,9.01
589,radchenko,56.68,36.37,1561595858,10800,49.4,97,31,2.35
590,timmins,48.48,-81.33,1561595595,-14400,75.2,44,75,11.41
591,atikokan,48.76,-91.62,1561595861,-18000,74.24,44,80,9.57
592,westport,41.14,-73.36,1561595862,-14400,76.41,57,1,3.71
593,aviles,43.55,-5.92,1561595864,7200,63.66,82,0,2.24
594,ulagan,50.63,87.96,1561595865,25200,45.44,70,84,3.76
595,tabou,4.42,-7.36,1561595866,0,73.88,94,96,4.74
596,rantoul,40.31,-88.16,1561595620,-18000,83.26,58,1,4.7
597,ofunato,39.11,141.75,1561595869,32400,71.6,78,75,2.24
598,sangmelima,2.93,11.98,1561595870,3600,66.32,99,96,2.82
599,port-gentil,-0.72,8.78,1561595649,3600,75.2,88,20,5.82
600,marica,-22.92,-42.82,1561595731,-10800,80.15,58,0,3.36
601,les+escoumins,48.35,-69.4,1561595874,-14400,60.38,89,45,3.51
602,inhambane,-23.87,35.38,1561595875,7200,59.84,96,0,2.68
603,aitape,-3.15,142.36,1561595876,36000,85.4,60,57,1.52
604,nuuk,64.17,-51.74,1561595877,-7200,48.2,93,100,14.99
605,camargo,27.69,-105.17,1561595879,-21600,95.66,12,2,10.02
607,batagay,67.65,134.64,1561595881,36000,81.44,25,0,2.51
608,paraibano,-6.43,-43.99,1561595882,-10800,72.26,71,93,1.74
609,bereda,43.27,-7.54,1561595884,7200,61.77,93,7,2.64
610,reitz,-27.8,28.43,1561595885,7200,45.26,67,59,8.37
612,davila,18.47,120.58,1561595887,28800,84.2,79,20,4.7
613,daru,-9.07,143.21,1561595889,36000,78.56,86,82,12.37
614,gimbi,8.81,37.79,1561595890,10800,54.44,93,63,3.33
615,kulhudhuffushi,6.62,73.07,1561595891,18000,82.88,78,68,11.63
616,ballater,57.05,-3.04,1561595893,3600,51.96,87,0,5.82
617,tefe,-3.35,-64.71,1561595860,-14400,73.7,96,26,2.62
618,baykit,61.68,96.39,1561595895,25200,70.64,54,93,3.38
619,kavieng,-2.57,150.8,1561595896,36000,84.14,72,89,8.25
620,kattivakkam,13.22,80.32,1561595898,19800,81.68,88,90,5.82
621,delano,35.77,-119.25,1561595693,-25200,88.79,19,1,10.29
622,terrace+bay,48.78,-87.1,1561595900,-14400,63.08,73,54,6.08
623,cooma,-36.24,149.13,1561595901,36000,35.6,100,90,10.29
624,saint+anthony,43.97,-111.68,1561595678,-21600,77.34,36,20,6.93
625,benjamin+constant,-4.38,-70.03,1561595904,-18000,77,83,90,8.05
626,canatlan,24.52,-104.78,1561595905,-18000,85.48,9,40,12.75
628,wadena,51.95,-103.8,1561595908,-21600,68.12,59,5,8.28
629,bend,44.06,-121.32,1561595909,-25200,61.92,30,1,8.05
630,krasnogorskoye,57.7,52.5,1561595910,14400,45.26,92,3,4.27
631,labuhan,-2.54,115.51,1561595912,28800,77.12,77,24,0.85
633,padang,-0.92,100.36,1561595914,25200,75.2,94,20,3.36
634,puerto+baquerizo+moreno,-0.9,-89.6,1561595915,-21600,73.4,88,40,14.99
635,huarmey,-10.07,-78.15,1561595917,-18000,63.26,86,13,14.97
636,alamosa,37.47,-105.87,1561595678,-21600,74.98,10,1,20.8
637,khor,47.88,134.96,1561595919,36000,55.52,86,100,7.72
638,cotonou,6.37,2.43,1561595920,3600,75.14,93,100,4.9
639,katangli,51.71,143.23,1561595922,39600,49.76,75,99,15.86
640,piacabucu,-10.41,-36.43,1561595923,-10800,75.14,88,21,9.48
642,leshukonskoye,64.9,45.76,1561595925,10800,48.32,67,93,5.26
643,chengde,40.97,117.93,1561595927,28800,74.96,47,100,5.32
644,yaan,7.38,8.57,1561595928,3600,72.98,97,100,7.76
645,balabac,7.99,117.06,1561595929,28800,85.22,71,100,13.76
646,sao+jose+da+coroa+grande,-8.9,-35.15,1561595931,-10800,71.54,96,80,3.83
647,ruthin,53.11,-3.31,1561595932,3600,53.53,93,0,9.17
649,romanovo,56.49,40.39,1561595934,10800,51.74,96,94,4.56
650,dali,34.79,109.94,1561595936,28800,73.88,62,100,9.91
651,changli,30.54,105.42,1561595937,28800,69.92,95,100,2.35
652,san+carlos+de+bariloche,-41.13,-71.31,1561595938,-10800,41,80,40,18.34
653,chara,39.42,22.43,1561595912,10800,78.91,57,40,2.26
654,puri,-7.54,112.45,1561595941,25200,75.2,83,20,1.12
655,samarai,-10.62,150.67,1561595942,36000,77.3,91,66,6.67
657,baculin,7.45,126.58,1561595944,28800,77.12,81,100,1.74
659,pointe+michel,15.25,-61.38,1561595947,-14400,80.6,78,40,9.17
660,xunchang,28.45,104.71,1561595948,28800,71.9,98,100,2.46
661,rawson,-43.3,-65.11,1561595943,-10800,47.96,50,32,20.98
662,atasu,48.68,71.64,1561595951,21600,65.6,78,36,5.7
663,puerto+ayacucho,5.66,-67.63,1561595952,-14400,84.2,74,20,7.9
665,half+moon+bay,37.46,-122.43,1561595954,-25200,64.44,82,20,8.05
666,killybegs,54.63,-8.45,1561595956,3600,51.01,88,0,5.01
667,aswan,24.09,32.9,1561595957,7200,96.8,16,0,8.05
668,bandarbeyla,9.49,50.81,1561595943,10800,78.38,64,84,27.94
669,kailua,21.39,-157.74,1561595900,-36000,79.16,74,40,9.17
670,astoria,46.19,-123.83,1561595961,-25200,63.19,63,75,12.75
672,codrington,-28.95,153.24,1561595955,36000,61.97,93,40,5.82
674,todos+santos,23.45,-110.23,1561595965,-21600,86.9,28,5,18.34
675,shu,43.6,73.76,1561595967,21600,69.2,36,0,7.07
677,werda,-25.27,23.28,1561595969,7200,55.88,66,63,15.39
678,port+blair,11.67,92.75,1561595818,19800,84.32,80,100,20.69
679,belaya+gora,68.54,146.19,1561595972,39600,68.3,22,33,14.7
680,linqiong,30.42,103.46,1561595973,28800,73.4,94,40,4.47
681,berezovka,55.71,42.61,1561595974,10800,54.44,98,100,4.61
682,juneau,58.3,-134.42,1561595719,-28800,79.81,41,75,9.17
683,taltal,-25.41,-70.49,1561595977,-14400,51.02,84,0,3.42
684,kjopsvik,68.1,16.37,1561595978,7200,47.39,81,95,9.17
685,port+moresby,-9.47,147.16,1561595918,36000,78.8,88,75,13.87
686,roebourne,-20.77,117.15,1561595980,28800,68.48,44,50,1.9
687,mittagong,-34.45,150.45,1561595982,36000,57.31,87,20,4.7
688,sobolevo,54.43,31.9,1561595983,10800,64.52,99,77,5.32
690,kununurra,-15.77,128.74,1561595966,28800,69.8,28,86,4.7
691,mao,19.55,-71.08,1561595783,-14400,80.55,83,40,6.93
692,marawi,8,124.29,1561595988,28800,81,81,100,5.01
693,marigot,18.23,-72.32,1561595989,-14400,85.98,62,40,2.24
694,saint-augustin,45.63,-73.98,1561595991,-14400,70.48,88,75,4.7
696,karratha,-20.74,116.85,1561595993,28800,68.12,51,67,3.15
697,ambanja,-13.68,48.45,1561595994,10800,77.66,72,59,4.23
699,riyadh,24.63,46.72,1561595751,10800,86,9,0,2.24
700,shingu,33.72,135.99,1561595998,32400,78.8,88,75,18.34
701,bubaque,11.28,-15.83,1561595999,0,80,77,2,9.78
702,mastic+beach,40.77,-72.85,1561595922,-14400,75.85,64,1,8.05
703,bangsund,64.4,11.39,1561596002,7200,49.95,80,100,18.99
704,woodward,36.43,-99.39,1561596003,-18000,88.36,38,1,14.99
705,santa+maria,-16.02,-48.01,1561596006,-10800,66.31,46,0,4.7
706,massakory,13,15.73,1561596007,3600,87.38,51,98,13.6
707,laranjal+paulista,-23.05,-47.84,1561596008,-10800,71.02,74,77,4
708,snasa,64.25,12.38,1561596010,7200,47.24,97,100,8.21
709,havre-saint-pierre,50.23,-63.6,1561596011,-14400,59,67,90,9.17
710,giyani,-23.32,30.73,1561595926,7200,54.98,91,12,2.82
712,marshall,32.54,-94.37,1561596015,-18000,78.55,69,90,5.82
713,maniitsoq,65.42,-52.9,1561595984,-7200,50.12,74,95,5.5
714,kaka,37.35,59.62,1561596017,18000,85.4,14,0,7.38
715,fuling,29.71,107.39,1561596018,28800,74.06,89,100,2.57
716,kirishi,59.45,32.01,1561596020,10800,57,99,55,2.95
717,itoman,26.12,127.67,1561596020,32400,82.18,94,40,5.82
718,binga,-17.62,27.34,1561596022,7200,55.88,65,18,1.68
719,lagos+de+moreno,21.36,-101.93,1561596024,-18000,73.38,44,75,4.7
720,three+hills,51.7,-113.27,1561595765,-21600,63.59,52,75,6.93
721,rudnogorsk,57.27,103.75,1561596025,28800,68.84,54,16,6.64
722,poitiers,46.58,0.34,1561596027,7200,75.38,65,0,3.36
723,lovington,32.94,-103.35,1561596029,-21600,88.21,33,19,18.34
724,hondo,29.35,-99.14,1561596030,-18000,83.73,62,1,14.99
725,batagay-alyta,67.8,130.41,1561596010,32400,65.96,41,30,2.39
726,nadvoitsy,63.89,34.27,1561596032,10800,53.72,71,100,5.59
727,bagdarin,54.44,113.59,1561596034,28800,50.12,95,99,2.98
728,waipawa,-39.94,176.59,1561596035,43200,46.99,91,0,3.18
729,hay+river,60.82,-115.79,1561595833,-21600,57.2,76,75,5.82
730,ishigaki,24.34,124.16,1561596036,32400,84.2,89,75,18.34
731,rivers,50.03,-100.23,1561596038,-18000,78.8,36,40,11.41
732,adrar,27.87,-0.29,1561595977,3600,93.2,7,0,6.93
733,khartoum,15.59,32.54,1561596041,7200,93.2,32,0,13.87
735,islamkot,24.7,70.18,1561596043,18000,83.42,75,0,16.93
736,general+roca,-39.03,-67.58,1561596045,-10800,51.8,62,20,6.93
737,chernyshevskiy,63.01,112.47,1561596046,32400,69.56,56,84,1.92
738,touros,-5.2,-35.46,1561595961,-10800,75.2,88,75,3.36
739,chifeng,42.27,118.96,1561595945,28800,75.32,47,100,6.67
740,yashkul,46.17,45.34,1561596049,10800,72.44,42,0,7.38
741,ilmajoki,62.73,22.58,1561596051,10800,54.52,93,40,3.36
742,toamasina,-18.17,49.38,1561596052,10800,69.8,88,75,11.41
743,mecca,21.43,39.83,1561596053,10800,89.72,32,43,5.97
745,thomasville,35.88,-80.08,1561596056,-14400,78.1,69,1,4.23
746,krasnoarmeysk,56.12,38.15,1561596057,10800,56.73,100,20,2.24
747,kaeo,-35.1,173.78,1561595935,43200,58.89,74,6,7
748,ust-ilimsk,57.96,102.73,1561596060,28800,68.3,54,69,7.05
749,soligalich,59.08,42.29,1561596061,10800,40.76,95,0,4.47
750,kropotkin,45.43,40.58,1561596062,10800,71.36,54,28,6.13
751,conway,35.09,-92.44,1561596008,-18000,86.07,55,1,3.36
752,sabzevar,36.21,57.68,1561596065,16200,68.84,23,0,2.55
754,vila,45.18,8.4,1561595988,7200,77.95,88,0,4.7
755,zenzeli,45.92,47.05,1561596068,14400,78.2,30,100,10.56
757,bennettsville,34.62,-79.68,1561596071,-14400,81.66,78,1,3.58
758,nara,34.68,135.8,1561596072,32400,76.98,74,75,3.36
759,athabasca,54.72,-113.29,1561596073,-21600,63.62,80,100,1.92
761,dyersburg,36.03,-89.39,1561596076,-18000,81.91,61,90,9.17
762,ahuimanu,21.44,-157.84,1561596077,-36000,79.16,74,40,9.17
763,zinder,13.81,8.99,1561596078,3600,89.18,35,37,8.52
764,kutum,14.2,24.66,1561596080,7200,79.1,41,27,5.17
765,batsfjord,70.63,29.72,1561596081,7200,46.16,84,99,14.47
766,staryy+oskol,51.3,37.84,1561596082,10800,61.82,72,67,9.35
767,beian,63.66,9.57,1561596084,7200,51.17,87,75,17.22
769,dombarovskiy,50.76,59.54,1561596086,18000,54.26,77,8,8.25
770,nyurba,63.29,118.35,1561595881,32400,73.88,56,74,0.67
771,ubinskoye,55.31,79.68,1561596088,25200,58.22,80,26,9.15
772,faya,18.39,42.45,1561595978,10800,71.6,19,0,0.43
773,sampit,-2.54,112.95,1561596091,25200,76.22,96,56,1.74
774,camacha,33.08,-16.33,1561595816,3600,67.23,77,20,10.29
776,ilam,33.64,46.42,1561596095,16200,77,9,0,2.24
777,melita,49.27,-100.98,1561596096,-18000,81,50,31,1.99
778,ossora,59.24,163.07,1561596097,43200,55.88,55,97,6.02
779,bideford,51.02,-4.21,1561596098,3600,59.47,87,20,6.93
780,vanimo,-2.67,141.3,1561596100,36000,82.16,73,29,2.57
781,hai+duong,20.94,106.32,1561596101,25200,85.91,74,0,2.24
782,svetlogorsk,53.14,59.15,1561596102,18000,44.6,93,20,4.47
783,bilibino,68.06,166.44,1561596051,43200,59.66,37,41,11.61
784,evanton,57.66,-4.34,1561596105,3600,51.62,93,3,10.29
785,bowen,-20.01,148.25,1561595975,36000,68.86,77,90,10.29
786,podporozhye,60.91,34.16,1561596107,10800,47.6,89,66,1.95
788,rioja,-6.06,-77.17,1561596110,-18000,50.12,96,62,1.39
791,maragogi,-9.01,-35.22,1561596113,-10800,71.54,96,80,3.83
792,tubinskiy,52.89,58.22,1561596115,18000,44.6,93,20,4.47
793,belyy+yar,53.6,91.39,1561596116,25200,59,82,0,4.47
794,tadine,-21.55,167.88,1561596117,39600,72.08,89,100,16.73
795,khilok,51.36,110.46,1561596118,32400,55.16,82,80,2.57
796,kalabo,-15,22.67,1561596120,7200,54.44,51,0,4.27
797,upata,8.02,-62.41,1561596049,-14400,82,74,55,3
798,vesoul,47.62,6.16,1561596122,7200,71.26,88,0,4.03
799,kargil,34.56,76.13,1561596123,19800,39.32,56,0,4.47
801,byron+bay,-28.65,153.62,1561595944,36000,63.3,82,40,6.93
802,tura,64.27,100.22,1561595829,25200,68.84,62,100,2.26
803,chumikan,54.72,135.31,1561596052,36000,61.28,47,0,2.04
804,santa+isabel,-23.32,-46.23,1561596130,-10800,66.2,93,90,3.36
806,amarante+do+maranhao,-5.57,-46.74,1561596132,-10800,73.52,66,58,2.24
807,carira,-10.36,-37.7,1561596133,-10800,67.58,97,19,4.36
808,paragominas,-3,-47.35,1561595855,-10800,73.16,94,29,3.76
809,effingham,39.12,-88.54,1561596136,-18000,73.69,88,90,14.99
810,rotifunk,8.23,-12.68,1561596137,0,76.04,94,100,1.63
811,teya,21.05,-89.07,1561596138,-18000,89.29,55,40,9.17
812,shahr-e+babak,30.12,55.12,1561596140,16200,78.56,29,0,10.04
814,mollendo,-17.03,-72.02,1561596142,-18000,62.54,85,20,9.66
815,palembang,-2.99,104.76,1561596143,25200,75.2,100,20,3.36
816,yar-sale,66.83,70.83,1561596145,18000,46.34,74,80,4.25
817,luangwa,-15.62,30.4,1561596146,7200,58.4,82,0,4.47
818,yantal,56.85,105.25,1561596147,28800,66.5,57,0,5.17
820,williamsport,41.25,-77,1561596150,-14400,75.16,61,20,4.88
821,la+asuncion,-26.05,-65.39,1561596018,-10800,43.28,54,0,2.93
822,warrnambool,-38.38,142.48,1561596152,36000,55.36,93,33,7
823,doha,25.29,51.53,1561596129,10800,88.36,79,0,2.24
824,gao,16.28,-0.04,1561596155,0,89.72,38,57,19.73
825,tromso,69.65,18.96,1561595864,7200,45.9,87,90,13.87
827,niksar,40.59,36.95,1561596159,10800,56.06,96,1,4.27
828,dehloran,32.69,47.27,1561596160,16200,85.58,9,0,9.53
829,sibolga,1.74,98.78,1561595659,25200,81.62,78,97,7.87
831,maceio,-9.67,-35.74,1561596019,-10800,73.4,88,75,2.24
832,mananjary,-19.16,46.8,1561596165,10800,56.42,86,25,3.65
833,ranong,9.96,98.62,1561596166,25200,78.8,94,75,2.24
834,berestechko,50.36,25.12,1561596167,10800,71.01,72,18,11.25
835,lugo,43.01,-7.56,1561595904,7200,60.48,100,9,4
836,mwinilunga,-11.73,24.43,1561596054,7200,53,52,0,5.44
838,jalpan,19,-100.36,1561596172,-18000,64,89,63,5.01
840,saint-georges,46.12,-70.67,1561596175,-14400,69.64,80,47,4.81
841,aranos,-24.14,19.11,1561596176,7200,51.74,30,79,5.73
842,marsa+matruh,31.35,27.25,1561595938,7200,77,83,40,4.7
843,platteville,42.73,-90.48,1561595899,-18000,82.92,51,1,3.36
844,coos+bay,43.37,-124.22,1561596180,-25200,57.15,93,90,4.7
845,lewiston,44.1,-70.21,1561596080,-14400,63.43,82,90,5.82
847,tshikapa,-6.42,20.79,1561596183,7200,70.1,39,54,2.3
848,yeppoon,-23.13,150.74,1561595981,36000,69.8,73,75,11.41
849,poum,41.28,20.71,1561595972,7200,58.22,86,0,4.07
850,monterey,36.6,-121.89,1561596187,-25200,68.16,72,90,5.82
851,port+hardy,50.7,-127.42,1561595777,-25200,66.2,59,40,9.17
852,san+juan+bautista,-26.67,-57.15,1561596190,-14400,45.98,70,0,4.99
853,boquira,-12.82,-42.73,1561596191,-10800,71.9,43,58,7.27
855,karaj,35.81,51.01,1561596193,16200,79.18,24,40,4.7
857,tepoztlan,18.98,-99.1,1561596196,-18000,66.29,61,90,8.05
859,bambanglipuro,-7.95,110.28,1561596198,25200,76.4,79,100,13.47
